data,mean,temp_arg,temp_arg_max,temp_arg_min
2020-08-31,16426.958333333332,8.3,11.066666670000002,5.533333333
2020-09-01,18210.583333333325,7.4,9.866666667,4.933333333
2020-09-02,18585.75,9.8,13.066666670000002,6.533333333
2020-09-03,18310.208333333336,9.6,12.8,6.4
2020-09-04,16992.791666666668,12.1,16.13333333,8.066666667
2020-09-05,14751.375000000002,9.9,13.2,6.6
2020-09-06,13733.499999999996,9.4,12.533333329999998,6.266666667
2020-09-07,15090.208333333334,9.2,12.26666667,6.133333333
2020-09-08,15818.625,14.6,19.46666667,9.733333333
2020-09-09,14732.125,15.900000000000002,21.199999999999996,10.599999999999998
2020-09-10,14485.208333333332,10.2,13.6,6.8
2020-09-11,15339.458333333334,14.7,19.6,9.8
2020-09-12,13698.125000000002,10.7,14.26666667,7.133333333
2020-09-13,12593.000000000002,11.8,15.73333333,7.866666667
2020-09-14,14674.416666666664,11.1,14.8,7.4
2020-09-15,14400.583333333334,11.2,14.93333333,7.466666667
2020-09-16,14444.33333333333,11.4,15.2,7.6
2020-09-17,14470.166666666666,17.8,23.73333333,11.866666670000003
2020-09-18,14495.708333333332,16.9,22.53333333,11.26666667
2020-09-19,13082.791666666666,10.2,13.599999999999998,6.799999999999999
2020-09-20,12416.083333333334,11.2,14.933333329999998,7.466666667
2020-09-21,14244.70833333333,9.5,12.66666667,6.333333333
2020-09-22,14224.166666666664,14.2,18.93333333,9.466666667
2020-09-23,14409.041666666666,17.2,22.93333333,11.466666670000002
2020-09-24,13311.08333333333,16.1,21.46666667,10.73333333
2020-09-25,14674.083333333334,12.7,16.93333333,8.466666667
2020-09-26,13560.958333333334,16.0,21.33333333,10.66666667
2020-09-27,12683.166666666668,14.5,19.33333333,9.666666667
2020-09-28,14121.5,14.0,18.66666667,9.333333333
2020-09-29,14716.541666666668,18.6,24.8,12.4
2020-09-30,14522.333333333334,20.7,27.6,13.8
2020-10-01,14961.541666666666,14.9,19.86666667,9.933333332999998
2020-10-02,14603.333333333336,11.1,14.8,7.4
2020-10-03,14182.874999999996,8.3,11.066666670000002,5.533333333
2020-10-04,13652.500000000004,11.2,14.933333329999998,7.466666667
2020-10-05,15176.583333333334,12.5,16.66666667,8.333333333
2020-10-06,14583.5,13.3,17.73333333,8.866666667
2020-10-07,14110.125,16.4,21.866666669999997,10.93333333
2020-10-08,14016.666666666664,15.2,20.26666667,10.13333333
2020-10-09,13838.041666666666,15.900000000000002,21.199999999999996,10.599999999999998
